Survey_ID,Class,Question,D_Value,L_Confidence,H_Confidence,P_ID
515714,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),68.2,64.6,71.6,15814
515715,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.6,19.4,28.4,15815
515716,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.8,32.2,43.7,15816
515717,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.4,22.4,28.7,15817
515718,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.7,28.1,39.8,15818
515719,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.1,16.2,27.1,15819
515720,Physical Activity,Percent of adults who engage in no leisure-time physical activity,26.3,21.9,31.2,15820
515721,Physical Activity,Percent of adults who engage in no leisure-time physical activity,24.5,21.4,28,15821
515722,Physical Activity,Percent of adults who engage in no leisure-time physical activity,21.8,18.9,25,15822
515723,Physical Activity,Percent of adults who engage in no leisure-time physical activity,25.5,20.5,31.2,15823
515724,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),37.6,33.7,41.7,15824
515725,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.1,17.9,29.1,15825
515726,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.4,23.2,32.1,15826
515727,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.6,47.9,57.2,15827
515728,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.8,31.6,38.2,15828
515729,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.1,31.7,40.7,15829
515730,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.1,21.5,29,15830
515731,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),23.2,19.7,27.2,15831
515732,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.6,23.6,32,15832
515733,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.1,24,32.6,15833
515734,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,22.4,33.2,15834
515735,Physical Activity,Percent of adults who engage in no leisure-time physical activity,24.2,20.2,28.7,15835
515736,Physical Activity,Percent of adults who engage in no leisure-time physical activity,39.7,35.7,43.9,15836
515737,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),24.4,20.4,28.9,15837
515738,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.7,27.4,36.3,15838
515739,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.5,22,29.3,15839
515740,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,28.4,38.3,15840
515741,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31.1,26.7,35.9,15841
515742,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.2,39,47.5,15842
515743,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.1,33.1,43.3,15843
515744,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.6,31.3,38,15844
515745,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,23.7,30.9,15845
515746,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24.2,22.1,26.4,15846
515747,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.1,43.3,56.9,15847
515748,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),42.2,38,46.6,15848
515749,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),22.2,18.9,25.8,15849
515750,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.1,17.2,25.8,15850
515751,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.9,22.7,31.5,15851
515752,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,40,37.1,43,15852
515753,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.1,44.4,53.8,15853
515754,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),63.2,55.9,70,15854
515755,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.8,19.5,26.5,15855
515756,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,15.7,11.4,21.2,15856
515757,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,22.4,32.7,15857
515758,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.9,46.6,55.2,15858
515759,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),40.7,36.5,45,15859
515760,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),45.4,41.4,49.4,15860
515761,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,16.9,13,21.7,15861
515762,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,15.7,11.8,20.6,15862
515763,Physical Activity,Percent of adults who engage in no leisure-time physical activity,11.3,9.4,13.5,15863
515764,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,20.8,16.9,25.2,15864
515765,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.2,35.2,41.3,15865
515766,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.8,22.1,36.7,15866
515767,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,40.5,37.5,43.6,15867
